	Synonym	Gene	baseMean	Ketamine log2FC	Ketamine stat	Ketamine padj	Ketamine log10FC	Propofol log2FC	Propofol stat	Propofol padj	Propofol log10FC	ket/xyl_E1004_01	ket/xyl_E1004_03	ket/xyl_E1004_04	propofol_E1004_05	propofol_E1004_06	propofol_E1004_08	input_E1004_13	input_E1004_14	input_E1004_15
3228	VK055_3229	argC	391.678766382861	-2.18304434803685	-3.56257054124905	0.00973773916582475	-0.6571618306238117	-1.697557997	-2.775115523	0.069943248	-0.5110158764762666	162.9675228	141.8518335	140.838239	369.4549534	92.58183455	131.8286766	934.4742667000003	938.4955078	944.0176267
3230	VK055_3231	ppc	118.340803552443	-3.5597420071791	-3.72943760726093	0.0058743485860514215	-1.0715891209860162	-6.00140064	-5.900476433	5.35e-07	-1.806601608637014	55.00667017	12.36053321	0.0	5.895557767000001	1.029504117	0.796329183	290.29129680000005	428.3574506	440.1603426
3242	VK055_3243	metB	123.008410392505	-9.859428280234589	-7.29972459786487	1.7149023024511301e-10	-2.967983652448352	-9.021757447	-7.357277872999999	1.19e-10	-2.7158196051519004	0.0	0.0	0.0	0.0	0.0	2.823348922	358.33382810000006	514.5333145	480.8395257
3253	VK055_3254	pfkA	61.547708697286	-9.7669010519859	-6.23617071633424	8.11625246658599e-08	-2.9401301813298493	-4.609648842	-4.260640963	0.001002221	-1.3876425709197358	0.0	0.0	0.0	15.25909069	0.0	3.11292317	258.1385566	197.0660433	193.7689915
3256	VK055_3257	cpxR	19.4448703462297	-4.61452341310516	-3.0198275457283503	0.0395827196563363	-1.389109963038386	-8.119796924	-4.412031351	0.000573599	-2.444302432824128	6.239562587000001	0.980994699	0.0	0.0	0.0	0.0	84.82400535	57.28245134	63.40740998
3257	VK055_3258	cpxA	65.19594503772029	-2.8274593747624097	-2.908368225335201	0.0499175656355957	-0.8511500833248112	-1.811605109	-1.88361589	0.295414342	-0.5453474781071163	38.42256961	0.0	13.42125558	13.29390477	51.69581389	36.12438749	168.3083132	167.2359365	169.1588095
3275	VK055_3276	-	153.660080313587	-2.40446543557373	-4.748518961783111	0.000116855797228751	-0.7238162196449527	-2.087498725	-4.142888457	0.001548564	-0.6283997321353163	68.88148698	4.316376676	43.91638694	66.46952384	68.09434376	73.40707197	320.7517875	337.2099022	431.9086933
3296	VK055_3297	ntrC	129.88303556975902	-2.57042294821328	-3.36366875340983	0.0171225743293321	-0.7737744089552413	-2.273888055	-2.983367308	0.046724005	-0.6845085113370286	6.0753635720000005	38.25879327	37.20575915	56.87479257	60.29952687	23.38312056	312.0790089	295.8512518	296.84222410000007
3300	VK055_3301	polA	124.30506675248002	-5.466007683809191	-6.0343439632912315	2.2912257683172802e-07	-1.6454322693563683	-3.71761259	-4.292257437	0.000899576	-1.119112901848062	0.0	7.259360774	10.02346936	44.27448284	7.5006728539999985	3.764465229	531.3663377	370.0662517	334.5537088
3302	VK055_3303	-	31.786387778755106	-8.87268947799112	-5.6193833102564	1.99449600709826e-06	-2.6709456750875185	-8.887145992999999	-5.628539125	2.3e-06	-2.6752975197379576	0.0	0.0	0.0	0.0	0.0	0.0	161.25727369999996	98.20878135	89.53763259
3325	VK055_3326	-	130.15569235142098	-2.65459742321779	-4.964540931561059	4.69966954684716e-05	-0.799113450800867	-1.584394775	-3.014684927	0.043424828	-0.4769503522482845	33.66079817	45.91055192	34.48753017	78.60743689	79.56596106	76.66478226	404.1655849	252.9794801	298.4346477
3326	VK055_3327	gidA	46.337627463581704	-5.10241579630445	-4.34688328596642	0.000660747765371079	-1.5359802050373577	-4.622397241	-4.023950004	0.002427807	-1.3914802214154287	8.702547819	0.0	1.613948456	10.05712795	1.544256176	0.796329183	227.1139827	146.2683978	98.07881338
3335	VK055_3336	atpD	10.9522661943284	-7.156092383785759	-3.63914857477666	0.00770916547703419	-2.154198459262076	-2.907447814	-1.7770489740000002	0.3320296	-0.8752290028416716	0.0	0.0	0.0	0.0	8.824321005	0.0	47.10094395	29.54189314	27.21596593
3343	VK055_3344	pstA	8.5359769086413	-6.9010937511676005	-3.1649254716173703	0.0278351601081951	-2.0774362219907103	-4.298928432	-2.153698169	0.207099604	-1.2941064072447257	0.0	0.0	0.0	0.0	0.0	0.0	35.18468717	25.14663587	19.54337979
3356	VK055_3357	trmE	18.5437190277109	-8.016874427090679	-4.5047781434794905	0.000345749224515702	-2.4133196740257894	-4.210855825	-2.942645321	0.050882968	-1.2675939107414	0.0	0.0	0.0	6.12675611	0.0	0.0	54.50453544	87.04050467	53.20142276
3498	VK055_3499	-	40.5638676022763	-9.22454799045097	-6.06184705842212	2.0007250912084e-07	-2.776865641567642	-9.239004507	-6.0713470570000005	2.16e-07	-2.781217486681713	0.0	0.0	0.0	0.0	0.0	0.0	163.6546271	187.8432083	95.40064652
3501	VK055_3502	-	73.9108888078593	-10.0901553032759	-7.145608510199339	4.66246010236467e-10	-3.037439407194041	-10.10461182	-7.155846274	4.11e-10	-3.041791252360813	0.0	0.0	0.0	0.0	0.0	0.0	296.21417	301.1111499	213.5295199
3503	VK055_3504	-	42.8091869211392	-9.30228319388945	-6.19122290601348	1.0355325975270699e-07	-2.800266269521666	-9.316739711	-6.200844578	1.24e-07	-2.8046181148047715	0.0	0.0	0.0	0.0	0.0	0.0	167.74423000000004	188.4196355	113.6411343
3504	VK055_3505	-	34.441678513773496	-8.988475911330289	-5.78569989007504	8.35040380718542e-07	-2.7058008646135563	-9.002932427000001	-5.795005257000001	9.45e-07	-2.7101527094629256	0.0	0.0	0.0	0.0	0.0	0.0	153.99470300000004	135.1001211	89.03095237
3512	VK055_3513	yibP	127.74975213706	-4.822503132217	-5.238746476898	1.26987955570788e-05	-1.4517180969808192	-3.683403879	-4.085492052	0.00194627	-1.1088150537240615	11.16553305	11.18333957	3.737564846	41.26890437	11.76576134	1.37547768	433.7799509	415.7481059	331.5136275
3529	VK055_3530	selA	96.4939888332731	-2.7769521578399505	-3.7758262276248895	0.00518677757767993	-0.8359458960336436	-1.536110035	-2.119553943	0.213073952	-0.462415197175448	24.95825035	3.237282507	22.34044442	0.0	60.81427893	35.9072068	124.0982954	295.5630382	286.7086198
3591	VK055_3592	pqqL	172.94121466855597	-2.6723626282228703	-5.049768566970848	3.0691415076578e-05	-0.804461310386516	-1.401120971	-2.688693402	0.082876055	-0.4217794398248431	51.55849085	36.68920175	47.05933919	28.32179711	121.8491659	177.07465290000005	390.980141	437.2920719	412.94437660000006
3599	VK055_3600	-	52.741034072980696	-2.9821027174974306	-3.7104405348277	0.0061522863846523	-0.8977023681177981	-0.968679836	-1.251885811	0.547243558	-0.291601686830866	15.18840893	8.044156532999999	7.729963658	14.21869814	36.32678814	79.48813118	69.59376	132.72235890000002	152.58312809999995
3603	VK055_3604	gor	142.83839471295	-3.53044695061953	-4.81110407073158	8.80086525561863e-05	-1.0627704302369128	-4.555421812	-6.074232573	2.16e-07	-1.3713186083139652	42.03494795	10.59474275	11.4675285	0.0	19.48704222	18.31557121	467.4839198	522.243028	403.5346012
3606	VK055_3607	prlC	452.9162999270249	-2.04975754816834	-4.07648540099505	0.00186606575820407	-0.6170385058373281	-1.829501862	-3.64214078	0.008034214	-0.5507349375851055	210.4210383	240.4418008	126.4825922	165.5380142	344.4426632	169.0389675	1031.49657	1126.050503	1106.300062
3640	VK055_3641	ftsE	9.78259521314399	-7.119100113332308	-3.4541907457861902	0.0134878658717172	-2.1430626762478733	-4.711827455	-2.495150806	0.116797373	-1.4184013983480774	0.0	0.0	0.0	0.0	3.382656385	0.0	32.08222979	40.34990283	30.90749322
3641	VK055_3642	-	46.45271325025471	-5.91115186008232	-5.08327043698662	2.64341537611516e-05	-1.7794340188097153	-8.44492835	-5.448890991	5.22e-06	-2.542176744583132	0.0	0.0	0.0	0.0	1.176576134	0.0	150.257652	195.4808685	156.9261014
3667	VK055_3668	-	117.62130276605801	-2.30687957900115	-3.96844779336798	0.00281458878474407	-0.694439949664043	-1.644982334	-2.85552383	0.059044752	-0.4951890248713456	23.89095675	38.1606938	49.01306627	33.98615654	93.17012261	63.70633465	246.5043414	306.9474751	300.1718370000001
3695	VK055_3696	ompR	48.4579278990784	-9.4811744136925	-6.44507061884215	2.67233615123554e-08	-2.8541178926433033	-9.495630932000001	-6.454897806	2.82e-08	-2.858469738286726	0.0	0.0	0.0	0.0	0.0	0.0	144.26426840000005	182.22304330000003	205.3502536
3705	VK055_3706	-	16.4272128632702	-5.88947432709206	-3.69280955743545	0.00645672901428841	-1.7729084311476515	-3.06986221	-2.394096697	0.136750894	-0.9241206077653198	0.0	0.0	0.0	0.0	1.985472226	11.6553635	27.07599173	62.75850958	70.93523034
3710	VK055_3711	damX	26.96165674329	-4.693862923736889	-4.04816536161596	0.00206631593820586	-1.4129935355798378	-5.151317705	-4.2941642789999985	0.000899576	-1.5507011463999396	1.888288678	0.0	0.0	0.0	5.515200628	0.651542059	86.58676523	110.9622328	82.44410955
3727	VK055_3728	-	41.5007114126279	-9.257510274317813	-6.17636977092269	1.09224239870774e-07	-2.786788277737152	-9.271966792	-6.186014782999999	1.3e-07	-2.7911401231923376	0.0	0.0	0.679557245	0.0	0.0	0.0	162.17390880000005	143.3142084	152.36597949999995
3790	VK055_3791	aroE	35.9034155617008	-9.04416411287594	-5.9404971896184895	3.81597943909765e-07	-2.7225646836833786	-8.096825715	-5.318254933	1.01e-05	-2.437387409878461	0.0	0.0	0.0	0.0	0.0	1.665051928	179.7309972	109.8814318	101.9151065
3844	VK055_3845	-	11.375104887394901	-7.371933315174202	-3.87606470721677	0.003777280749768	-2.2191730539020487	-6.424595527	-3.37796707	0.017372603	-1.9339959636356432	0.0	0.0	0.0	0.0	0.0	0.0	37.08846784	47.19497563	38.14578203
3848	VK055_3849	sspA	77.41057690791371	-2.9902675518032207	-4.76793519014905	0.000107615650879752	-0.9001602281534672	-2.342532081	-3.796751451	0.004952104000000001	-0.7051724221861668	17.56929465	19.42369504	22.34044442	35.14214826	22.35494655	24.68620468	228.10112830000003	215.3676063	167.8559175
3851	VK055_3852	gltD	86.90573900413521	-10.323859407374199	-7.4387550501309505	8.46242867848112e-11	-3.1077913526374066	-10.33831593	-7.449171552999999	6.93e-11	-3.1121431995807685	0.0	0.0	0.0	0.0	0.0	0.941116307	297.0602947	349.3148731	313.0559911
3852	VK055_3853	-	423.441913678621	-10.160819449899499	-10.373549059442	1.36190087117747e-21	-3.058711434945742	-7.009499375	-12.01814207	1.26e-29	-2.1100695664629288	0.0	1.569591519	0.0	0.0	8.60371298	10.71424719	1632.668199	1489.704002	1497.819104
3861	VK055_3862	-	59.6662236333504	-3.5361823160707004	-3.7597220122233	0.005447197938509871	-1.0644969472738102	-1.611203318	-1.765620335	0.336367595	-0.4850205278313322	1.313592124	7.651758654	22.7651677	61.38316028	20.36947432	16.4333386	153.0780678	160.0305968	151.2802361
3871	VK055_3872	yrbF	35.9559888312034	-8.07314207669872	-5.45848554739069	4.25346061364917e-06	-2.43025792434332	-7.167883842	-5.313429469	1.01e-05	-2.157748041877181	0.0	0.0	0.0	0.0	1.4707201680000002	0.0	94.55443988	141.2246599	158.518525
3872	VK055_3873	yrbE	54.9614556286215	-5.4164210278255	-5.88580923307716	4.85002970844379e-07	-1.6305051985206067	-6.000272833	-6.16667602	1.4e-07	-1.8062621049006942	0.0	0.0	0.0	0.0	0.0	0.0	142.36048780000004	224.6624947	219.8268312
3873	VK055_3874	yrbD	37.049076560286295	-5.3160711194993615	-4.01262890095527	0.00235823232450551	-1.6002968660523085	-4.598358413	-3.591475253	0.009214427	-1.384243813126821	0.0	0.0	3.142952257	0.0	12.05990537	0.0	110.9128515	123.3554172	150.9907046
3874	VK055_3875	yrbC	92.2088359267782	-4.22221774790931	-4.660259005447281	0.000172990030958475	-1.271014190345524	-5.156002813	-5.523902288	3.93e-06	-1.5521115044408649	6.0753635720000005	0.58859682	25.56834133	7.398347001	3.456192394	3.692071667	284.791486	317.3231644	338.969065
3886	VK055_3887	-	22.2290177762784	-5.6422486019626295	-2.97606774782827	0.0437220354509162	-1.6984860721839143	2.477212432	1.662479887	0.371640613	0.7457152476637203	0.0	0.0	0.0	0.0	108.6126844	57.33570118	18.8262755	9.65515532	9.047861013
3940	VK055_3941	-	12.115399591468199	-7.15028280906533	-4.1290623679142895	0.0015632519852787198	-2.152449603009176	-1.952900806	-1.491838326	0.44530252	-0.5878817211623654	0.0	0.0	0.0	0.0	3.382656385	12.81366049	39.20377970000001	32.71224265	35.82952961
3962	VK055_3963	-	35.20615725666421	-2.77987737781352	-3.24593083316975	0.0227734149281457	-0.8368264749896033	-1.4797898230000002	-1.7830665209999998	0.330154955	-0.4454611240012936	0.0	4.708774556	16.81904181	25.43181782	20.2224023	22.36961069	64.58752194	101.1629707	92.505331
3971	VK055_3972	dhaL	16.090942179046	-3.5897747826245694	-3.05066644000517	0.036986568159106	-1.0806298872481432	-1.7679875180000002	-1.6168864040000002	0.39215055	-0.5322172748775129	1.395691631	2.452486748	0.0	0.0	16.10438583	8.904408137999999	18.61474432	56.27370377	51.46423344
3993	VK055_3994	-	9.19408530089652	-6.9409983552830985	-3.12380970952494	0.0307108763139414	-2.0894487047945716	-3.307881222	-1.685349208	0.362200699	-0.9957714699156248	0.0	0.0	0.0	0.0	0.0	0.0	28.27466845	29.68599994	35.68476384
4010	VK055_4011	uppP	53.58687714442471	-3.82027209109432	-3.785602457166661	0.00505583009854824	-1.1500164910173514	-4.365337425	-4.255155743	0.001015822	-1.3140975061195648	0.0	4.708774556	24.97372874	1.502789235	4.706304536	10.85903431	176.487519	178.4042132	174.0808459
4024	VK055_4025	tolC	49.940969035063496	-8.55587118857191	-5.94561831854918	3.81597943909765e-07	-2.5755738667973835	-8.570327707	-5.955664396	4.25e-07	-2.579925712477108	0.0	1.765790459	0.0	0.0	0.955968109	0.0	213.7875181	189.6445433	141.3637805
4027	VK055_4028	-	73.6224363600657	-2.73521152051128	-3.0805176875988503	0.0340018505645083	-0.8233807121595821	-2.175893282	-2.466699384	0.123145751	-0.6550091452457458	10.5908365	4.316376676	52.4108525	14.91229317	60.81427893	18.67753902	215.8323195	164.786121	207.7388889
4134	VK055_4135	serA	51.4226745986367	-4.74589071777054	-3.4358250580493905	0.0140323007353657	-1.4286554621921943	-2.369459899	-1.778356165	0.331414806	-0.7132785031219474	0.0	13.34152791	0.0	24.62262361	0.0	44.73922138	184.1731521	140.2879657	135.06646919999997
4271	VK055_4273	lysA	96.92690892147141	-4.974632002246019	-6.25304367386904	7.61695616315325e-08	-1.4975134500660212	-2.1733619930000003	-2.947281155	0.050304024	-0.6542471513290516	6.321662095	2.942984098	10.95786057	47.62685882	7.868352896	85.20722259	274.0033955	284.4668149	293.9469086000001
4293	VK055_4294	recC	28.935995379670402	-7.74784935185313	-4.86947005581263	7.25436736826968e-05	-2.3323350567935277	-5.9749694510000015	-4.575770449	0.000295709	-1.7986450279269504	0.0	0.0	0.0	0.0	0.0	4.271220164	79.46521532	128.9035289	100.2503
4295	VK055_4296	recB	14.1382806579712	-7.6441123595726	-3.9377197904744	0.0031417119767956107	-2.301107110457125	-4.629913242	-2.7450515980000003	0.073823981	-1.393742763163869	0.0	0.0	0.0	0.0	0.0	0.0	35.67825994	59.51610667	41.47539488
4309	VK055_4310	-	117.501548923631	-2.1548576218292497	-3.80095924030191	0.00483905149243107	-0.6486767805557558	-1.700091588	-3.017877009	0.043254418	-0.511778563364011	48.43870956	47.18584503	40.85837934	32.71456565	67.94727174	83.54217066	157.7317539	347.5855915	344.4701645
4387	VK055_4388	-	308.948689247588	-3.1006928144889505	-4.44102557595239	0.000454534372248293	-0.9334015445009464	-1.850451576	-2.666121486	0.086838598	-0.5570414298996872	87.68227425	71.80881198	47.56900713	319.16931360000007	60.37306288	72.3935621	857.8294672000002	702.5206296	738.3778416
4408	VK055_4409	ygbO	53.404316591722704	-3.3293082066040296	-4.365209556512791	0.0006279814068224901	-1.0022216349980682	-0.833835588	-1.160855451	0.578583635	-0.2510095234401132	7.635254217999999	1.569591519	11.04280523	24.16022693	38.31226036	94.76317279	97.1633245	122.9951502	135.71791519999996
4416	VK055_4417	-	16.6389227087509	-5.4051221546967	-3.0070367587686606	0.0406752638581807	-1.6271038987916364	-0.7652930109999999	-0.513115379	0.846108302	-0.2303761517830051	0.0	0.0	0.0	7.976342861	0.0	48.1417188	37.44101982	37.39571351	40.67918312
4417	VK055_4418	bsdB	21.7606263378382	-4.27058924155984	-3.03016154900441	0.0383974637795104	-1.2855754608694034	-1.899134986	-1.4377899630000002	0.469504956	-0.571696596600895	2.052487693	5.101172436000001	0.0	0.0	30.81158751	7.818504707000001	59.72230468	55.98549017	67.38846883
4466	VK055_4467	hypF	95.61516293158128	-2.76483259904742	-2.95001833669025	0.0456142881779547	-0.8322975453028787	0.141279195	0.153883819	0.962296442	0.04252927545826076	27.99593213	5.199271906	10.36324798	245.5326411	27.64953915	53.42644883	44.84461131	189.0681161	226.7755884
4482	VK055_4483	-	28.7990813077558	-4.07863160342104	-3.82925097559821	0.00438595502973992	-1.2277904538928124	-0.976632935	-1.014402244	0.63444561	-0.29399580818835125	0.0	1.373392579	2.88811829	10.17272713	22.06080251	49.95155785	44.06899696	82.35703381	75.71250096
4503	VK055_4504	emrR	42.8478444470221	-6.812326918504209	-5.629303686155128	1.93140334604705e-06	-2.0507147427389443	-5.040963272	-5.118619313	2.39e-05	-1.5174811519124485	0.0	0.0	0.0	4.045971016	0.0	1.73744549	157.2381812	130.20049	153.306957
4505	VK055_4506	ygaZ	23.0568574914697	-2.90887951530736	-3.1999238945858903	0.0255474167022873	-0.8756599878800182	-0.598431477	-0.711736114	0.765999568	-0.18014582492649986	3.776577355	5.297371376	6.54073848	20.69225177	26.03174697	24.54141755	41.88317471	47.62729602	52.69474254
4546	VK055_4547	-	34.2954207055354	-4.023039164133491	-3.30915618258887	0.0197748037092177	-1.2110554621351313	-0.724054625	-0.635935331	0.7973528540000001	-0.21796216062423548	8.538348803	0.0	0.0	4.739566048	79.93364111	14.47871242	34.90264559	92.73272311	103.4351471
4556	VK055_4557	smpB	19.7552443969959	-5.13116136238279	-3.42870506236344	0.0142639948033595	-1.5446334826692791	-3.547845824	-2.572744011	0.103922165	-1.0680080130151937	4.022875878	0.0	0.0	0.0	8.088960921	0.0	70.79243672	64.99216491	61.59783778
4559	VK055_4560	smpA	79.5588206785633	-3.77681703738244	-5.20967241886059	1.4583940076270801e-05	-1.1369352163868862	-0.769269984	-1.132392199	0.589091471	-0.2315733399479509	8.456249295	0.0	6.200959857999999	27.974999600000004	101.5532276	79.48813118	163.86615830000005	182.7274171	182.2601123
4577	VK055_4578	-	45.13615996606861	-9.37862831162237	-6.308964808209339	5.84709952687518e-08	-2.8232484399817728	-9.393084829	-6.318689647999999	6.48e-08	-2.827600285345277	0.0	0.0	0.0	0.0	0.0	0.0	196.2304297	142.9539415	157.6499303
4579	VK055_4579	pheA	29.6117545841248	-8.77048554196141	-5.519989235824982	3.21261950602038e-06	-2.6401792246676528	-8.784942057	-5.5290879120000005	3.93e-06	-2.6445310693270363	0.0	0.0	0.0	0.0	0.0	0.0	136.2965938	90.49906777	97.71689894
4601	VK055_4601	nadB	160.410089581713	-2.94877173175676	-3.3281534193115	0.0190396345712442	-0.8876687416248078	-3.629787745	-4.0737072360000015	0.002027204	-1.092674989138522	45.07262974	8.632753353	9.174022803	29.593388	23.89920272	1.665051928	515.8540508	436.78769810000006	503.1334552
4618	VK055_4619	purL	135.172426313603	-8.49870023292121	-7.70076350753641	1.8768970226646305e-11	-2.558363694265748	-8.030417063	-7.947803356	2.26e-12	-2.4173964136548505	2.134587201	0.0	1.698893112	0.0	0.0	0.0	359.3209736	513.3804600999998	611.4906387
4622	VK055_4623	glnB	65.778964677121	-2.70123751405176	-3.55371206926201	0.009944983355472493	-0.8131535171423846	0.42121441	0.583049414	0.819954795	0.12679817201590635	11.6581301	11.77193639	10.78797126	121.1479321	31.91462764	115.6125187	109.9962164	90.13880078	89.68239836
4657	VK055_4658	yfgL	34.4992068665324	-8.015239625513429	-5.31312786238907	8.97204519324019e-06	-2.412827549714078	-7.200534345	-5.124469039	2.36e-05	-2.1675768226536976	0.0	0.0	0.0	0.0	0.0	2.968136046	114.5088817	160.0305968	103.5799129
4684	VK055_4685	purN	32.0605405967405	-5.3907973025991	-3.76004250005724	0.005447197938509871	-1.6227916886268086	-5.4883055910000005	-3.807842551	0.004846221	-1.6521446082613338	0.0	0.0	4.587011402	0.0	0.0	0.0	142.21946699999995	86.2479173	108.06765190000002
4685	VK055_4686	purM	51.52561010776589	-9.5696087332152	-6.5131275240417095	1.9634130182140602e-08	-2.880739275465768	-9.584065251	-6.522966707999999	2.03e-08	-2.8850911209518433	0.0	0.0	0.0	0.0	0.0	0.0	244.8826023	161.9760385	158.44614209999997
4690	VK055_4692	hda	10.076616734034099	-7.215202343500639	-3.44004393552751	0.0139154199149291	-2.1719923301787443	-7.229658845	-3.4469364660000004	0.014586598	-2.1763441707624134	0.0	0.0	0.0	0.0	0.0	0.0	55.77372255	34.72973779	19.10908246
4700	VK055_4701	purC	24.665680643807892	-8.50689627074221	-5.19933702557872	1.51382271468629e-05	-2.5608309474954654	-8.521352785	-5.208172715	1.65e-05	-2.565182791919804	0.0	0.0	0.0	0.0	0.0	0.0	89.33667064	89.77853379	94.17013743
4747	VK055_4748	-	9.97043937711847	-7.182674897580321	-3.6281991188449103	0.007868486583987491	-2.1622005932743904	-6.235337252000001	-3.149668535	0.031311338	-1.877023545933021	0.0	0.0	0.0	0.0	0.7353600840000001	0.217180686	46.95992316	31.70349508	25.40639373
4778	VK055_4779	-	127.187856655493	-2.2444065398765	-4.18835509989618	0.0012443987490377401	-0.6756336909672338	-1.106662781	-2.097305032	0.218916264	-0.3331386921659194	32.26510654	47.48014344	25.73823064	55.94999920000001	101.5532276	122.92426840000002	201.8712613	336.0570478	302.9223867
4793	VK055_4794	aroC	20.7864220756029	-8.26001325763192	-4.86591689861418	7.25436736826968e-05	-2.486511755129364	-8.27446977	-4.874433131	7.79e-05	-2.490863598984844	0.0	0.0	0.0	0.0	0.0	0.0	78.90113216	73.49446587	75.85726674
4804	VK055_4805	truA	8.376695067948809	-6.94874625428483	-3.1573128924589904	0.0284496182451033	-2.091781054797468	-6.963202752999999	-3.163881515	0.030214242	-2.0961328945430115	0.0	0.0	0.0	0.0	0.0	0.0	35.39621836	27.30823781	17.37189315
4805	VK055_4806	-	17.3071516917311	-4.7933071158413	-3.11417342920452	0.031601286735179	-1.4429292202978363	-2.114262857	-1.5219572419999998	0.432326741	-0.6364565386752264	0.0	0.0	3.312841568	15.14349152	3.16204836	0.0	56.12627453	42.07918438	51.17470189
4809	VK055_4810	-	10.8614419278481	-7.32362779998491	-3.62862557964897	0.007868486583987491	-2.2046316448740697	-7.338084304	-3.63578832	0.008121248000000001	-2.2089834862150486	0.0	0.0	0.0	0.0	0.0	0.0	35.11417678	41.57481059	44.58785907
4810	VK055_4811	purF	56.0958910340277	-9.69230233851385	-6.71585488612505	6.4861895916591104e-09	-2.917673730936819	-9.706758857	-6.725871895	6.44e-09	-2.9220255766340215	0.0	0.0	0.0	0.0	0.0	0.0	194.2561386	204.7757569	219.320151
4882	VK055_4883	rcsB	8.89348857664467	-6.0522560760695185	-2.95600212314578	0.045049289530315985	-1.8219106203365112	-7.028506599999999	-3.432815825	0.015018543999999997	-2.1157913113222633	0.0	0.0	0.0	0.0	0.0	0.0	44.21001775	25.65100966	27.07120015
4895	VK055_4896	-	28.71688231324889	-5.260858056352999	-3.89653455956942	0.00358644042882825	-1.583676077892764	-8.703749032000001	-5.146597927	2.13e-05	-2.6200895333633407	0.0	0.0	6.200959857999999	0.0	0.0	0.0	113.5217362	89.77853379	102.7837011
5011	VK055_5012	galF	19.1746432962244	-6.23908278117027	-3.89852312433985	0.00358644042882825	-1.8781510625629056	-8.138523199	-4.756491028	0.000130168	-2.44993960330618	0.0	0.0	0.0	0.0	0.0	0.0	80.45236085	60.59690764	67.31608594
5013	VK055_5014	wzi	35.3401871607522	-8.0529280825277	-5.34838232242959	7.5396048200419085e-06	-2.424172905765666	-8.067384599999999	-5.357983672	8.28e-06	-2.4285247511576684	0.0	0.0	1.444059145	0.0	0.0	0.0	179.09640359999997	98.49699494	104.8828049
5014	VK055_5015	wza	27.243169611069106	-8.64248710854599	-5.4034518887007685	5.669528580798781e-06	-2.6016478568116126	-7.6951488239999986	-4.811157474	0.000103752	-2.3164706171224103	0.0	0.0	0.0	0.0	0.0	0.0	149.0589753	77.38534935	67.24370305
5037	VK055_5038	hisE	50.8900193963258	-3.89715420616412	-3.1011146656271897	0.0326260093252847	-1.173160313783451	-5.026360294	-3.88263985	0.003934547	-1.5130852175084273	0.0	24.23056907	2.378450356	0.0	11.61868932	0.0	155.47542130000005	178.4762666	178.568585
5038	VK055_5039	hisF	19.5259511895076	-8.1698365918793	-4.73700621050985	0.000122020073490299	-2.4593658738288604	-8.184293104	-4.745388335	0.000135422	-2.463717717609871	0.0	0.0	0.0	0.0	0.0	0.0	58.87617994	75.22374742	82.66125822
5039	VK055_5040	hisA	9.03283068722514	-7.0576965423652505	-3.2949800701420293	0.0202506519061823	-2.1245783595459065	-7.072153042999999	-3.301729281	0.021710974	-2.128930199869301	0.0	0.0	0.0	0.0	0.0	0.0	24.89016948	38.47651448	36.77050716
5041	VK055_5042	-	29.3903824817532	-8.75983146636847	-5.49111003049296	3.6147094812016195e-06	-2.636972028338106	-8.774287981	-5.500172113	4.2000000000000004e-06	-2.6413238728749526	0.0	0.0	0.0	0.0	0.0	0.0	71.70907185	120.4012279	134.6321719
5042	VK055_5043	hisC	14.3273715073877	-7.723270717214861	-4.11790085081642	0.0016098358093882199	-2.3249361505149424	-7.737727225	-4.125608786	0.001652694	-2.3292879929908192	0.0	0.0	0.0	0.0	0.0	0.0	32.99886492	59.66021347	66.23034262
5043	VK055_5044	-	16.8161796072534	-7.95437933971696	-4.38686261771585	0.000576788028213705	-2.3945067781446583	-7.968835848999999	-4.394835424	0.000609313	-2.398858621071448	0.0	0.0	0.0	0.0	0.0	0.0	14.94820377	78.68231052	78.31828493
5101	VK055_5102	iroC	149.18992256592801	-4.00610115528881	-6.11002797944064	1.5949681829175e-07	-1.2059566134060606	-4.105089985	-6.246162009	9.8e-08	-1.2357552203848028	11.7402296	25.21156377	17.15882043	31.674173100000004	15.66316978	8.542440328	585.8003627999999	421.2241642	447.1814827
